Comment,Label
   Well....hopefully someday soon you can get one!,Positive
Under sooooo much stress lately,Negative
 me too. ****.,Negative
" Tuned to listen, but had a 1:30 meeting. Now know that my high school/college French doesn`t cut it anymore.",Neutral
"Do you have a chronic illness blog? Let me know, I`ll post your link on my own  www.ptsici.blogspot.com",Neutral
Weekend is getting close. Too bad I`ll be stuck up north  Hopefully I`ll be able to get out next weekend for some real life fun.,Positive
JT should just be a regular on SNL,Neutral
 #twappy http://bit.ly/D9qVk,Neutral
 It`s never too late - they just need to buck their ideas up and stop being such a bunch of stuffy old reactionaries!,Negative
not at all happy...dont know what the reason is,Negative
"_fan76 ROFL!  THAT`S my problem, only two hands",Negative
"no transport for church  wont be making it, im crushed. Oh well, more time for assignments I suppose. My throat really hurts ...",Negative
" What timeeee? My mom says I have to do something daw tomorrow, eh. But we`re never compelte!",Neutral
 I`ve been sat sunbathing in the bombed out church all day and left and missed you,Negative
I know exactly where i should be,Neutral
" I`ve made a game for you, Stephen- http://tinyurl.com/ctw4ld - well, actually it`s for us, not you",Neutral
 thanks to follow. have a nice rest,Positive
 Sensation Ocean of White Portugal: absolutely amazing  Adoreiii!,Positive
" yeah i got ur text! well ive only been on summer break for a week, and so far its been boring... all i do is watch tennis matches",Negative
I`ve been nudged!!! not much going on lately umped games over the wknd and i took one to the pills,Neutral
i just saw a bird slowly die right next to me,Negative
 hahahaha where is that train? I want on! That should be a wild ride,Positive
Love the family feud episode with the kardashians tonight,Positive
I`m coming up with a new plan with my bestie. Oh this one is gonna be great.,Positive
Hmmm. http://www.djhero.com/ is down,Negative
lmao...ummmm nothing...,Neutral
_90 haha agreed  LOL,Positive
 hello  I`m up late playing on the internet. I love you!,Positive
The music video I made for my  project for `This City is Contagious` by  is uploading to YouTube now.,Neutral
Theyre sappin mah sentry! errr yea... i`m without power at home right now,Neutral
crash in Qmbol,Negative
 Perth Australia,Neutral
http://twitpic.com/4wgoq - The Beach was phenomenal 2day,Positive
" I forgot that was tonight! Was planning on heading down to the Cask, that might not be such a good idea",Negative
Tired.....but can`t go to bed yet.....,Negative
" You`re a night owl, too, huh?",Neutral
 haha no kidding... I listen to them all day long bud,Positive
"Going to group therapy session, can`t wait to spill my guts... Ha ha ha",Neutral
" Eat it, it`s good for you",Positive
happy mothers day  esp to my mommy,Positive
 What phone do you have -- an old rotary?,Neutral
" I had to look at it 3 times before it sunk in, totally shocked by it  tbh.",Negative
 im in schaumburg rite now ... and u want ice cream lol its type chilly outside lol i got ice cream here,Neutral
i`m done.haha. HOUSE MD marathon ulet,Positive
" omginorite! I`d be all fancy and tophatted all the time, it`s really too bad I can`t grow a handlebar moustache..",Negative
 got ya - that wouldn`t be so bad tho right?,Negative
just finish clean up my computer/guest room`s cupboard! my stuffs,Neutral
just watched slumdog millionaire  its soo goood i love it :] but its sad!,Neutral
" I feel for you, that sounds like how Kiya was last night  all I can say is get comfy on the couch and enjoy the cuddles!",Positive
 .. Eh .. have u never heard of Belfast..? Where like EVERYONE loves you!?!,Neutral
wow its only 9:30,Neutral
" Yes.  Me too. I can`t understand why they have to do that. I mean, I know it`s all about Hollywood, but this thing is called love.",Positive
I hve a blister on my pinky nd it hurts soooo much!,Negative
watching What Happens In Vegas!,Neutral
"oh happy day!!! nice weather, smiling, happy baby and icecream later",Positive
headed to the beach with puppy maverick hugs and much aloha,Positive
i want to borrow an MX5 this weekend,Neutral
 LOL! I had a peek at http://geehall.blogspot.com it`s coming along nicely  I totally understand about leaving the set quiet too.,Positive
_uk  o2 - train from Bristol to London. It`s terrible - and no wifi,Negative
everything is spinning,Neutral
_serafina85 Its headed this way,Neutral
 the DS version sucks,Negative
On my way to school not feeln this rainy day at all.... But I had lots of FUN this weekend  ....,Neutral
 congratulations i am heart hacker not a computer hacker@,Positive
I am going to be sooooo busy today it`s not funny. i hate busy day`s,Negative
 I still have an hour.,Neutral
 Oh dear... that`s just... disturbing.   The coffee connoisseur in me just died a little.,Negative
" Ouch, give me a heads up so I`ll know when to duck",Neutral
" the problem is, superstars always deliver huge files! too much energy pixels",Negative
I just realised how much i love sundays,Positive
Wish my headache/almost migraine would go away!,Neutral
Hairspray in hair + lighter&bong = new haircut,Neutral
Listening to Jesse`s music  & on MySpace. Also getting the hang of Twiiter. I feel that i need more followers.  Don`t be shy!,Neutral
" Ahhh!  OK, remember the film now.  Never saw it though, will have to check it out. Thanks",Positive
"_traveler I want the Tix!  Oh, right.  I`m know where near Vacaville Ca.",Neutral
"a guy called me AD-HD kid earlier today, and that hurts",Negative
im surfin..,Neutral
  meebo.com is a free thing & it doesn`t effect the comp that`s what i use .,Positive
insomniaa.  been trying to sleep for 2 hours . :|,Neutral
HAPPY MOTHERS DAY MAMMA,Positive
_1 welcome to the twitter world Andrew! tell david to have a twitter too haha just kiddin` i know he doesn`t want to have one.. booo..,Neutral
Just Decorated Moms Room While She Was Asleep For Mothers Day  She`ll Wake Up To A Banner And Balloons! Woo!,Positive
 Jealous I wanted see that film,Negative
_HK very funny,Positive
 and its amazing  x,Positive
"My 100th post- dedicated to Sarah,sunny weather,and my love for that Snakes On A Plane (Bring It) song that should have died already.",Neutral
Chatting with matt from mercy mercedes lol.,Neutral
I`m at work and I`m still sick and I`m really pissed off about Sunday!!!,Negative
 they do indeed  glad to hear everything is good with you. I`m great  life is good,Positive
Scramming a little early. Nibs sounds pathetic.,Negative
I wash my dishes Like a boss!! LOL,Neutral
"I wish I was out of school...But sadly, I still have like another month left.",Neutral
 MAKE ME ONE! I`m still craving shrimp,Neutral
 If it`s any consolation I`ve had to abandon the back garden thanks to my super-reflective laptop screen,Positive
is so sorry for letting her down,Negative
 are you serious!? that bloooooows,Negative
 Me. You. COUNTING CROWS! Table Mountain Casino Event Center (near Fresno). July 19. Are we there or are we there??,Neutral
"DW, that was funny",Positive
 So happy you came and said hi! Twas very nice to meet you indeed  Thanks so much for coming over and talking to me,Positive
aw that wee lassie made me cry  tears streamin doon ma face lol thats a wee shame x,Negative
ooo my goddddd; vodafone trouble. no network,Negative
"study all day.  just finished my care plan.  hungry as hell!  ima go treat myself with a burrito, for a good days work",Positive
 ur Mom just called. Guess NOT. C U @ 5,Neutral
I definitely feel sorry for Jamie Stewart... Amsterdam audience can really suck (www.xiuxiu.org and read his post of May 27th  ),Negative
i`m not feeling twitter at the moment,Neutral
"does not feel like babysitting. i want to go to the gym. weird, i know. i miss zack",Negative
_7 Wow that`s a big list...lol. I would be happy if I got half of that done. Now I feel lazy...thanks. Just kidding,Neutral
I hate when you cant sleep,Negative
 Edgefest!  or maybe  since you`re driving...,Neutral
" Here`s some healing/sleep energy, sweetie!",Positive
  That`s alright. Add your egg and maybe some sort of leftover meat and it`s not so bad <3,Positive
 Sorry bro  That`s rough.,Negative
 Excellent then Chiang Mai is definitely a possible next vacation stop! thanks for the info.,Positive
" GRR. we are only allowed gas grills where i live, it sucks.",Negative
 Oh no....Sorry to hear that ....,Negative
 That`s love.,Positive
" its definitely coming, hope ur ready!",Positive
i have so much homework  i think i am going to hide in a corner and cry.,Negative
Sad that david is leaving tomoro. for a week.,Negative
 a pleasure Bojan,Positive
Decaf isn`t cutting it right now.  ? http://blip.fm/~79g85,Neutral
" That sounds good, too!",Positive
_xo Today yeah,Neutral
It would be that Dover race that they played on Classic.,Neutral
Humidity is NOT my friend! Just ask my hair,Negative
 I`m going to Vegas this summer,Neutral
_Advisor haha I`m just going to turn off these things...but then I can`t Tweet from my phone  stupid spammers!,Negative
Kicking like crazy.,Neutral
 http://twitpic.com/5ut6j - Poor Thing,Negative
"home, don`t feel like going to work tomorrow",Negative
Day is going well so far. Meeting until 4 though.,Positive
 thank u sweetie! Can`t wait to set sail with u next week,Positive
Listening `Hallelujah` on Youtube. Leonard Cohen wins.  #xfactor,Positive
the weather is good mmm what to do today??? shame working tomorrow,Neutral
"watching FRIENDS reduces stress inside me. Thanks to Bright, Kauffman, and Crane who are created these series  love love love",Positive
"finished work @ midday, had kiddie dinner ... now have no get-up & go ... ah well it`s bank holiday!   #fb",Neutral
tMeme> My besties. If only  was there.  on Twitpic: http://twitpic.com/67hac - My besties. If.. http://twitpic.com/67hac,Neutral
"Hmm, had first pizza in ages and feel a bit sick now  That`ll teach me!",Neutral
"My sister is having a stupid party && I wanna hang out with my friends, but hilly won`t txt me back...",Negative
hoping that one day i will be able to go on dates with my 26 year old boyfriend without his parents...,Positive
But why do I have to spend it in the office,Neutral
